phenocode	phenotype	category	num_cases	num_controls	path_bucket	path_https
H8_TINNITUS	Tinnitus	VIII Diseases of the ear and mastoid process (H8_)	10008	437331	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_TINNITUS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_TINNITUS.gz
H8_VERTIGO	Disorders of vestibular function (Vertigo)	VIII Diseases of the ear and mastoid process (H8_)	21139	474839	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_VERTIGO.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_VERTIGO.gz
H8_VESTIBNEUR	Vestibular neuronitis	VIII Diseases of the ear and mastoid process (H8_)	3342	474839	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_VESTIBNEUR.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_VESTIBNEUR.gz
H8_VESTIFUNCNAS	Other/unspecified disorders of vestibular function	VIII Diseases of the ear and mastoid process (H8_)	1321	474839	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_H8_VESTIFUNCNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_H8_VESTIFUNCNAS.gz
HERING_BILATERAL	Inguinal hernia, bilateral	XI Diseases of the digestive system (K11_)	4091	426666	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_HERING_BILATERAL.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_HERING_BILATERAL.gz
HYPOTHY_REIMB	Hypothyroidism, drug reimbursement	IV Endocrine, nutritional and metabolic diseases (E4_)	16150	111954	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_HYPOTHY_REIMB.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_HYPOTHY_REIMB.gz
I9_ABAORTANEUR	Abdominal aortic aneurysm (AAA)	IX Diseases of the circulatory system (I9_)	4439	463106	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ABAORTANEUR.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ABAORTANEUR.gz
I9_AF	Atrial fibrillation and flutter	IX Diseases of the circulatory system (I9_)	63532	252810	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_AF.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_AF.gz
I9_AF_REIMB	Atrial fibrillation and flutter with reimbursement	IX Diseases of the circulatory system (I9_)	40251	252810	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_AF_REIMB.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_AF_REIMB.gz
I9_ANEURYSM	Cerebral aneurysm, nonruptured	IX Diseases of the circulatory system (I9_)	3310	453828	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ANEURYSM.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ANEURYSM.gz
I9_ANGINA	Angina pectoris	IX Diseases of the circulatory system (I9_)	44588	416171	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ANGINA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ANGINA.gz
I9_ANGIO	Coronary angioplasty	IX Diseases of the circulatory system (I9_)	18248	416171	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ANGIO.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ANGIO.gz
I9_AORTANEUR	Aortic aneurysm	IX Diseases of the circulatory system (I9_)	9937	463106	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_AORTANEUR.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_AORTANEUR.gz
I9_AORTDIS	Dissection of aorta	IX Diseases of the circulatory system (I9_)	1150	463106	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_AORTDIS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_AORTDIS.gz
I9_ARTEMBTHR	Arterial embolism and thrombosis	IX Diseases of the circulatory system (I9_)	2266	463106	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ARTEMBTHR.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ARTEMBTHR.gz
I9_ARTEMBTHRLOW	Arterial embolism and thrombosis of lower extremity artery	IX Diseases of the circulatory system (I9_)	1297	463106	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ARTEMBTHRLOW.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ARTEMBTHRLOW.gz
I9_ARTEMBTHRNAS	Other arterial embolism and thrombosis	IX Diseases of the circulatory system (I9_)	1048	463106	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ARTEMBTHRNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ARTEMBTHRNAS.gz
I9_ARTOTH	Other diseases of arteries and capillaries	IX Diseases of the circulatory system (I9_)	3541	463106	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ARTOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ARTOTH.gz
I9_ATHSCLE	Atherosclerosis, excluding cerebral and coronary sclerosis	IX Diseases of the circulatory system (I9_)	19807	463106	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ATHSCLE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ATHSCLE.gz
I9_AVBLOCK	AV-block	IX Diseases of the circulatory system (I9_)	7850	375343	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_AVBLOCK.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_AVBLOCK.gz
I9_CABG	Coronary artery bypass grafting	IX Diseases of the circulatory system (I9_)	13681	416171	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CABG.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CABG.gz
I9_CARDARR	Cardiac arrest	IX Diseases of the circulatory system (I9_)	3011	252810	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CARDARR.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CARDARR.gz
I9_CARDMYO	Cardiomyopathy	IX Diseases of the circulatory system (I9_)	7649	375343	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CARDMYO.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CARDMYO.gz
I9_CARDMYOOTH	Cardiomyopathy, other and unspecified	IX Diseases of the circulatory system (I9_)	3122	375343	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CARDMYOOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CARDMYOOTH.gz
I9_CAVS_OPERATED	Calcific aortic valvular stenosis, operated	IX Diseases of the circulatory system (I9_)	12418	487930	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CAVS_OPERATED.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CAVS_OPERATED.gz
I9_CEREBDOTH	Other specified cerebrovascular diseases, other cerebrovascular disorders in diseases classified elsewhere	IX Diseases of the circulatory system (I9_)	2644	453828	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CEREBDOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CEREBDOTH.gz
I9_CHD	Major coronary heart disease event	IX Diseases of the circulatory system (I9_)	56650	443698	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CHD.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CHD.gz
I9_CONDUCTIO	Conduction disorders	IX Diseases of the circulatory system (I9_)	14027	375343	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CONDUCTIO.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CONDUCTIO.gz
I9_CORATHER	Coronary atherosclerosis	IX Diseases of the circulatory system (I9_)	63307	416171	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CORATHER.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CORATHER.gz
I9_CVD_HARD	Hard cardiovascular diseases	Cardiometabolic endpoints	80527	419821	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CVD_HARD.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CVD_HARD.gz
I9_DISVEINLYMPH	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	IX Diseases of the circulatory system (I9_)	68125	432223	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_DISVEINLYMPH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_DISVEINLYMPH.gz
I9_ENDOCARD	Endocarditis	IX Diseases of the circulatory system (I9_)	1276	375343	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ENDOCARD.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ENDOCARD.gz
I9_HEARTFAIL	Heart failure, strict	IX Diseases of the circulatory system (I9_)	37653	462695	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HEARTFAIL.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HEARTFAIL.gz
I9_HEARTFAIL_AND_CHD	Heart failure and coronary heart disease	Cardiometabolic endpoints	17532	443698	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HEARTFAIL_AND_CHD.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HEARTFAIL_AND_CHD.gz
I9_HEARTFAIL_AND_OVERWEIGHT	Heart failure and bmi 25plus	Cardiometabolic endpoints	22965	206576	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HEARTFAIL_AND_OVERWEIGHT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HEARTFAIL_AND_OVERWEIGHT.gz
I9_HYPERTROCARDMYOP	Hypertrophic cardiomyopathy	IX Diseases of the circulatory system (I9_)	1376	498972	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HYPERTROCARDMYOP.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HYPERTROCARDMYOP.gz
I9_HYPOTE	Hypotension	IX Diseases of the circulatory system (I9_)	6488	492608	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HYPOTE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HYPOTE.gz
I9_HYPTENS	Hypertension	IX Diseases of the circulatory system (I9_)	154630	345634	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HYPTENS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HYPTENS.gz
I9_HYPTENSEC	Secondary hypertension	IX Diseases of the circulatory system (I9_)	3388	252810	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HYPTENSEC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HYPTENSEC.gz
I9_HYPTENSESS	Hypertension, essential	IX Diseases of the circulatory system (I9_)	132515	345634	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HYPTENSESS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HYPTENSESS.gz
I9_HYPTENSHD	Hypertensive Heart Disease	IX Diseases of the circulatory system (I9_)	11728	345634	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HYPTENSHD.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HYPTENSHD.gz
I9_HYPTENSRD	Hypertensive Renal Disease	IX Diseases of the circulatory system (I9_)	1367	345634	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HYPTENSRD.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HYPTENSRD.gz
I9_ICH	Intracerebral haemorrhage	IX Diseases of the circulatory system (I9_)	5112	450016	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ICH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ICH.gz
I9_IHD	Ischaemic heart disease, wide definition	IX Diseases of the circulatory system (I9_)	84088	416260	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_IHD.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_IHD.gz
I9_INTRACRA	Nontraumatic intracranial haemmorrhage	IX Diseases of the circulatory system (I9_)	8638	453828	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_INTRACRA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_INTRACRA.gz
I9_LBBB	Left bundle-branch block	IX Diseases of the circulatory system (I9_)	2766	375343	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_LBBB.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_LBBB.gz
I9_LYMPHADE	Nonspecific lymphadenitis	IX Diseases of the circulatory system (I9_)	2476	432223	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_LYMPHADE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_LYMPHADE.gz
I9_LYMPHOTH	Other noninfective disorders of lymphatic vessels and lymph nodes	IX Diseases of the circulatory system (I9_)	1289	432223	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_LYMPHOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_LYMPHOTH.gz
I9_MI_STRICT	Myocardial infarction, strict	IX Diseases of the circulatory system (I9_)	31666	416171	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_MI_STRICT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_MI_STRICT.gz
I9_MYOCARD	Myocarditis	IX Diseases of the circulatory system (I9_)	2062	252810	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_MYOCARD.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_MYOCARD.gz
I9_NONISCHCARDMYOP	Non-ischemic cardiomyopathy	IX Diseases of the circulatory system (I9_)	13917	402343	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_NONISCHCARDMYOP.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_NONISCHCARDMYOP.gz
I9_NONISCHCARDMYOP_STRICT	Nonischemic cardiomyopathy	IX Diseases of the circulatory system (I9_)	2108	413400	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_NONISCHCARDMYOP_STRICT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_NONISCHCARDMYOP_STRICT.gz
I9_OTHANEUR	Other aneurysm	IX Diseases of the circulatory system (I9_)	1998	463106	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_OTHANEUR.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_OTHANEUR.gz
I9_OTHARR	Other arrhythmias	IX Diseases of the circulatory system (I9_)	39265	375343	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_OTHARR.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_OTHARR.gz
I9_OTHILLHEART	Other or ill-defined heart diseases	IX Diseases of the circulatory system (I9_)	2192	375343	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_OTHILLHEART.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_OTHILLHEART.gz
I9_OTHINTRACRA	Other intracranial haemorrhages	IX Diseases of the circulatory system (I9_)	1099	453828	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_OTHINTRACRA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_OTHINTRACRA.gz
I9_OTHOTH	Other other unspecified disorders of the circulatory system	IX Diseases of the circulatory system (I9_)	1309	492608	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_OTHOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_OTHOTH.gz
I9_OTHPER	Other peripheral vascular diseases	IX Diseases of the circulatory system (I9_)	3153	463106	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_OTHPER.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_OTHPER.gz
I9_PAROXTAC	Paroxysmal tachycardia	IX Diseases of the circulatory system (I9_)	12878	252810	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_PAROXTAC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_PAROXTAC.gz
I9_PERICAOTH	Other diseases of pericardium	IX Diseases of the circulatory system (I9_)	1604	375343	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_PERICAOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_PERICAOTH.gz
I9_PERICARD	Pericarditis	IX Diseases of the circulatory system (I9_)	1356	375343	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_PERICARD.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_PERICARD.gz
I9_PHLETHROM	Phlebitis and thrombophlebitis (not including DVT)	IX Diseases of the circulatory system (I9_)	9750	432223	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_PHLETHROM.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_PHLETHROM.gz
I9_PHLETHROMBDVTLOW	DVT of lower extremities	IX Diseases of the circulatory system (I9_)	8134	432223	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_PHLETHROMBDVTLOW.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_PHLETHROMBDVTLOW.gz
I9_POSTAMI	Status post-ami	IX Diseases of the circulatory system (I9_)	3757	416171	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_POSTAMI.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_POSTAMI.gz
I9_PROGVASC	Progressive vascular leukoencephalopathy	IX Diseases of the circulatory system (I9_)	1096	453828	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_PROGVASC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_PROGVASC.gz
I9_PULMEMB	Pulmonary embolism	IX Diseases of the circulatory system (I9_)	12762	486319	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_PULMEMB.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_PULMEMB.gz
I9_RBBB	Right bundle-branch block	IX Diseases of the circulatory system (I9_)	1347	375343	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_RBBB.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_RBBB.gz
I9_REVASC	Coronary revascularization (ANGIO or CABG)	IX Diseases of the circulatory system (I9_)	28800	416171	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_REVASC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_REVASC.gz
I9_RHEUFEV	Rheumatic fever incl heart disease	IX Diseases of the circulatory system (I9_)	1228	499120	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_RHEUFEV.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_RHEUFEV.gz
I9_SAH	Subarachnoid haemorrhage	IX Diseases of the circulatory system (I9_)	4180	450276	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_SAH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_SAH.gz
I9_SAHANEUR	Aneurysms, operations, SAH	IX Diseases of the circulatory system (I9_)	6849	453828	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_SAHANEUR.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_SAHANEUR.gz
I9_SECONDRIGHT	Secondary right heart disease	IX Diseases of the circulatory system (I9_)	1467	486319	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_SECONDRIGHT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_SECONDRIGHT.gz
I9_SEQULAE	Sequelae of cerebrovascular disease	IX Diseases of the circulatory system (I9_)	15879	453828	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_SEQULAE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_SEQULAE.gz
I9_STR	Stroke, excluding SAH	IX Diseases of the circulatory system (I9_)	34110	450023	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_STR.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_STR.gz
I9_STR_EMBOLIC	Embolic stroke	IX Diseases of the circulatory system (I9_)	1808	453828	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_STR_EMBOLIC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_STR_EMBOLIC.gz
I9_THAORTANEUR	Thoracic aortic aneurysm	IX Diseases of the circulatory system (I9_)	5108	463106	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_THAORTANEUR.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_THAORTANEUR.gz
I9_THROMBOTH	Other embolism and thrombosis	IX Diseases of the circulatory system (I9_)	5316	432223	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_THROMBOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_THROMBOTH.gz
I9_TIA	Transient ischemic attack	IX Diseases of the circulatory system (I9_)	24948	453276	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_TIA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_TIA.gz
I9_UAP	Unstable angina pectoris	IX Diseases of the circulatory system (I9_)	17428	443161	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_UAP.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_UAP.gz
I9_VARICVE	Varicose veins	IX Diseases of the circulatory system (I9_)	38467	432223	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_VARICVE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_VARICVE.gz
I9_VARICVEOES	Oesophageal varices	IX Diseases of the circulatory system (I9_)	1410	432223	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_VARICVEOES.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_VARICVEOES.gz
I9_VARICVESOTH	Varicose veins of other sites	IX Diseases of the circulatory system (I9_)	2560	432223	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_VARICVESOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_VARICVESOTH.gz
I9_VASCINT	Vascular diseases of the intestine	IX Diseases of the circulatory system (I9_)	1362	463106	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_VASCINT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_VASCINT.gz
I9_VASCSYND	Vascular syndromes of brain in cerebrovascular disorders	IX Diseases of the circulatory system (I9_)	1623	473404	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_VASCSYND.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_VASCSYND.gz
I9_VEINSOTH	Other disorders of veins	IX Diseases of the circulatory system (I9_)	18090	432223	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_VEINSOTH.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_VEINSOTH.gz
I9_VHD	Valvular heart disease excluding rheumatic fever	IX Diseases of the circulatory system (I9_)	28602	375343	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_VHD.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_VHD.gz
I9_VTE	Venous thromboembolism	IX Diseases of the circulatory system (I9_)	26333	474015	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_I9_VTE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_VTE.gz
ILD_ENDPOINTS	Interstitial lung disease endpoints	Interstitial lung disease endpoints	5765	494583	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ILD_ENDPOINTS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ILD_ENDPOINTS.gz
ILD_INSUFFICIENCY	ILD-related respiratory insufficiency	Interstitial lung disease endpoints	1047	494583	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_ILD_INSUFFICIENCY.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_ILD_INSUFFICIENCY.gz
INFLUENZA	All influenza (not pneumonia)	Asthma and related endpoints	6799	415538	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_INFLUENZA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_INFLUENZA.gz
INV_VENT	Invasive ventilation	Comorbidities of COPD	2664	493611	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_INV_VENT.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_INV_VENT.gz
IPF	Idiopathic pulmonary fibrosis	Interstitial lung disease endpoints	2700	494583	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_IPF.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_IPF.gz
J10_ACUTELOWERNAS	Unspecified acute lower respiratory infection	X Diseases of the respiratory system (J10_)	6465	471806	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_J10_ACUTELOWERNAS.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_J10_ACUTELOWERNAS.gz
J10_ACUTEUPPERINFEC	Acute upper respiratory infections of multiple and unspecified sites	X Diseases of the respiratory system (J10_)	52302	402652	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_J10_ACUTEUPPERINFEC.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_J10_ACUTEUPPERINFEC.gz
J10_ASTHMACOPDKELA	Asthma/COPD (KELA code 203)	X Diseases of the respiratory system (J10_)	59317	409070	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_J10_ASTHMACOPDKELA.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_J10_ASTHMACOPDKELA.gz
J10_ASTHMA_EXMORE	Asthma (more control exclusions)	X Diseases of the respiratory system (J10_)	59100	259839	gs://finngen-public-data-r12/summary_stats/release/finngen_R12_J10_ASTHMA_EXMORE.gz	https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_J10_ASTHMA_EXMORE.gz
